cse_id,alert_id,asset_id,severity,alert_type,created_time,acknowledged_time,investigation_start,investigation_end,closure_time,escalated,disposition,investigation_evidence,investigation_notes,asset_criticality,expected_activity,observed_activity
CSE-C,ALT-02528,ASSET-027,MEDIUM,Malware,2026-02-04 13:17:47,2026-02-04 14:16:27,,,2026-02-04 16:40:03,False,Escalated to Tier-2,False,N/A,CRITICAL,178,34
CSE-B,ALT-02529,ASSET-083,MEDIUM,Suspicious Login,2026-05-11 01:52:09,2026-05-11 03:13:38,2026-05-11 03:24:38,2026-05-11 05:23:58,2026-05-11 05:40:47,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,179,158
CSE-B,ALT-02530,ASSET-021,HIGH,Malware,2026-02-16 10:45:29,2026-02-16 11:39:56,2026-02-16 11:57:56,2026-02-16 14:42:35,2026-02-16 14:10:53,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,123,78
CSE-E,ALT-02531,ASSET-039,LOW,Privilege Escalation,2026-05-24 15:16:25,2026-05-24 16:05:50,2026-05-24 16:24:50,2026-05-24 17:13:28,2026-05-24 17:04:27,False,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,146,92
CSE-D,ALT-02532,ASSET-085,MEDIUM,Data Exfiltration,2026-04-26 05:59:22,2026-04-26 06:15:21,2026-04-26 06:32:21,2026-04-26 09:48:55,2026-04-26 12:34:52,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,143,128
CSE-C,ALT-02533,ASSET-053,CRITICAL,Unauthorized Access,2026-04-04 01:47:25,2026-04-04 02:18:03,,,2026-04-04 01:51:20,False,False Positive,False,,CRITICAL,111,33
CSE-E,ALT-02534,ASSET-024,MEDIUM,Privilege Escalation,2026-01-12 18:37:03,2026-01-12 20:22:52,2026-01-12 20:35:52,2026-01-12 22:25:45,2026-01-13 03:27:06,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,78,53
CSE-D,ALT-02535,ASSET-023,HIGH,Network Anomaly,2026-03-26 11:46:01,2026-03-26 12:08:40,2026-03-26 12:19:40,2026-03-26 14:03:47,2026-03-27 02:13:29,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,166,166
CSE-D,ALT-02536,ASSET-017,LOW,Suspicious Login,2026-05-07 14:31:46,2026-05-07 14:37:42,2026-05-07 14:54:42,2026-05-07 19:06:58,2026-05-07 23:40:22,True,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,122,108
CSE-E,ALT-02537,ASSET-045,HIGH,Privilege Escalation,2026-02-27 07:44:21,2026-02-27 08:54:16,2026-02-27 09:13:16,2026-02-27 11:53:56,2026-02-27 10:27:43,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,156,82
CSE-D,ALT-02538,ASSET-016,MEDIUM,Privilege Escalation,2026-01-21 09:07:36,2026-01-21 09:31:38,2026-01-21 09:34:38,2026-01-21 14:04:20,2026-01-21 23:24:14,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,194,187
CSE-B,ALT-02539,ASSET-058,MEDIUM,Malware,2026-05-25 10:38:59,2026-05-25 10:50:19,2026-05-25 11:00:19,2026-05-25 13:58:07,2026-05-25 17:58:59,False,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,138,79
CSE-E,ALT-02540,ASSET-012,MEDIUM,Data Exfiltration,2026-03-09 09:55:22,2026-03-09 11:17:09,2026-03-09 11:20:09,2026-03-09 11:29:54,2026-03-09 14:28:10,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,117,79
CSE-C,ALT-02541,ASSET-075,CRITICAL,Malware,2026-04-30 11:58:20,2026-04-30 12:20:22,,,2026-04-30 11:59:58,False,False Positive,False,,MEDIUM,93,55
CSE-D,ALT-02542,ASSET-100,HIGH,Unauthorized Access,2026-05-31 12:36:48,2026-05-31 12:50:40,2026-05-31 13:08:40,2026-05-31 15:38:30,2026-05-31 17:20:04,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,155,165
CSE-B,ALT-02543,ASSET-077,MEDIUM,Malware,2026-06-27 11:14:56,2026-06-27 11:37:22,2026-06-27 11:59:22,2026-06-27 12:33:14,2026-06-27 18:44:58,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,75,71
CSE-B,ALT-02544,ASSET-061,MEDIUM,Brute Force,2026-01-05 12:50:22,2026-01-05 13:05:04,2026-01-05 13:25:04,2026-01-05 14:36:27,2026-01-05 20:07:41,True,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,136,105
CSE-E,ALT-02545,ASSET-091,HIGH,Unauthorized Access,2026-02-21 15:07:36,2026-02-21 17:03:08,2026-02-21 17:12:08,2026-02-21 19:48:52,2026-02-21 21:36:54,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,70,37
CSE-A,ALT-02546,ASSET-081,MEDIUM,Brute Force,2026-01-31 12:59:50,2026-01-31 13:17:29,2026-01-31 13:39:29,2026-01-31 15:15:42,2026-01-31 15:38:46,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,81,75
CSE-B,ALT-02547,ASSET-095,MEDIUM,Network Anomaly,2026-06-04 13:11:47,2026-06-04 14:22:18,2026-06-04 14:42:18,2026-06-04 17:32:20,2026-06-04 16:02:30,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,199,181
CSE-A,ALT-02548,ASSET-005,HIGH,Phishing,2026-06-18 08:09:55,2026-06-18 08:22:02,2026-06-18 08:39:02,2026-06-18 09:44:28,2026-06-18 19:07:24,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,98,96
CSE-E,ALT-02549,ASSET-029,MEDIUM,Malware,2026-06-30 21:34:11,2026-06-30 22:44:29,2026-06-30 22:53:29,2026-06-30 23:23:00,2026-07-01 01:17:03,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,94,53
CSE-C,ALT-02550,ASSET-007,CRITICAL,Malware,2026-02-27 02:01:53,2026-02-27 02:24:40,,,2026-02-27 02:03:24,False,Under Investigation,False,,CRITICAL,199,35
CSE-E,ALT-02551,ASSET-035,HIGH,Privilege Escalation,2026-03-15 10:23:05,2026-03-15 11:17:33,2026-03-15 11:19:33,2026-03-15 13:10:43,2026-03-15 20:28:41,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,166,108
CSE-C,ALT-02552,ASSET-049,MEDIUM,Data Exfiltration,2026-04-10 11:10:07,2026-04-10 11:59:51,2026-04-10 12:23:51,2026-04-10 12:35:53,2026-04-10 13:13:06,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,178,100
CSE-C,ALT-02553,ASSET-037,CRITICAL,Suspicious Login,2026-05-25 17:59:18,2026-05-25 18:32:55,,,2026-05-25 18:03:05,False,Under Investigation,False,,HIGH,129,75
CSE-A,ALT-02554,ASSET-047,MEDIUM,Privilege Escalation,2026-04-16 13:23:37,2026-04-16 13:25:53,2026-04-16 13:36:53,2026-04-16 14:43:48,2026-04-16 19:19:09,False,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,146,111
CSE-C,ALT-02555,ASSET-011,CRITICAL,Suspicious Login,2026-06-30 17:26:34,2026-06-30 18:10:25,2026-06-30 18:23:25,2026-06-30 18:36:20,2026-06-30 23:42:39,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,109,18
CSE-A,ALT-02556,ASSET-016,HIGH,Unauthorized Access,2026-06-29 17:31:21,2026-06-29 17:41:54,2026-06-29 17:48:54,2026-06-29 22:13:25,2026-06-29 20:42:41,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,112,113
CSE-C,ALT-02557,ASSET-045,CRITICAL,Privilege Escalation,2026-01-01 17:59:43,2026-01-01 18:14:00,,,2026-01-01 18:01:54,False,False Positive,False,Closed quickly — no notes.,CRITICAL,176,22
CSE-B,ALT-02558,ASSET-023,HIGH,Network Anomaly,2026-04-27 15:21:10,2026-04-27 15:38:10,2026-04-27 15:55:10,2026-04-27 16:48:50,2026-04-27 22:22:32,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,127,73
CSE-E,ALT-02559,ASSET-078,MEDIUM,Privilege Escalation,2026-01-26 17:55:22,2026-01-26 19:37:54,2026-01-26 20:00:54,2026-01-26 22:34:27,2026-01-27 05:03:01,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,116,80
CSE-E,ALT-02560,ASSET-025,HIGH,Suspicious Login,2026-06-14 13:21:12,2026-06-14 13:51:54,,,2026-06-14 19:43:15,False,False Positive,False,N/A,CRITICAL,186,140
CSE-D,ALT-02561,ASSET-098,HIGH,Malware,2026-03-11 12:40:11,2026-03-11 12:51:20,2026-03-11 12:58:20,2026-03-11 13:30:15,2026-03-12 00:19:01,True,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,94,82
CSE-B,ALT-02562,ASSET-011,HIGH,Data Exfiltration,2026-01-01 17:29:48,2026-01-01 17:56:07,2026-01-01 18:13:07,2026-01-01 19:20:00,2026-01-01 18:56:06,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,112,81
CSE-E,ALT-02563,ASSET-023,LOW,Unauthorized Access,2026-06-03 01:42:09,2026-06-03 02:26:03,2026-06-03 02:43:03,2026-06-03 05:36:14,2026-06-03 05:37:20,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,182,113
CSE-A,ALT-02564,ASSET-036,MEDIUM,Data Exfiltration,2026-01-22 16:54:31,2026-01-22 17:13:07,2026-01-22 17:27:07,2026-01-22 21:09:29,2026-01-22 19:48:03,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,82,85
CSE-D,ALT-02565,ASSET-097,MEDIUM,Brute Force,2026-06-20 07:35:06,2026-06-20 07:49:14,2026-06-20 08:05:14,2026-06-20 11:28:19,2026-06-20 09:23:15,True,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,140,145
CSE-E,ALT-02566,ASSET-010,LOW,Network Anomaly,2026-06-14 13:36:54,2026-06-14 15:24:22,,,2026-06-15 01:08:39,False,False Positive,False,,MEDIUM,128,98
CSE-A,ALT-02567,ASSET-005,HIGH,Brute Force,2026-05-18 15:56:12,2026-05-18 16:25:42,,,2026-05-18 19:05:47,True,Benign True Positive,False,Closed quickly — no notes.,MEDIUM,106,110
CSE-A,ALT-02568,ASSET-021,HIGH,Suspicious Login,2026-03-01 15:11:02,2026-03-01 15:25:52,2026-03-01 15:35:52,2026-03-01 20:36:38,2026-03-01 22:09:02,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,188,200
CSE-C,ALT-02569,ASSET-096,LOW,Phishing,2026-05-07 10:18:27,2026-05-07 10:57:32,2026-05-07 11:09:32,2026-05-07 11:40:10,2026-05-07 13:02:56,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,126,19
CSE-D,ALT-02570,ASSET-036,HIGH,Phishing,2026-04-22 15:33:47,2026-04-22 15:39:57,2026-04-22 16:02:57,2026-04-22 20:24:21,2026-04-23 01:04:16,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,176,153
CSE-B,ALT-02571,ASSET-084,HIGH,Suspicious Login,2026-06-27 16:17:16,2026-06-27 16:40:39,2026-06-27 16:55:39,2026-06-27 19:16:42,2026-06-27 21:48:53,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,80,64
CSE-C,ALT-02572,ASSET-099,LOW,Network Anomaly,2026-02-26 16:18:02,2026-02-26 16:26:24,2026-02-26 16:37:24,2026-02-26 16:47:20,2026-02-26 21:54:47,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,183,96
CSE-C,ALT-02573,ASSET-068,MEDIUM,Phishing,2026-01-02 09:23:43,2026-01-02 10:11:59,2026-01-02 10:32:59,2026-01-02 10:49:38,2026-01-02 16:32:32,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,120,30
CSE-C,ALT-02574,ASSET-045,LOW,Data Exfiltration,2026-04-20 13:29:40,2026-04-20 14:06:08,2026-04-20 14:26:08,2026-04-20 14:42:44,2026-04-20 21:01:56,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,110,47
CSE-A,ALT-02575,ASSET-058,LOW,Phishing,2026-02-24 11:51:51,2026-02-24 12:09:11,2026-02-24 12:18:11,2026-02-24 16:47:07,2026-02-24 18:29:14,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,162,173
CSE-B,ALT-02576,ASSET-078,LOW,Data Exfiltration,2026-01-15 03:39:21,2026-01-15 04:51:21,2026-01-15 05:04:21,2026-01-15 07:01:54,2026-01-15 09:48:44,True,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,110,96
CSE-D,ALT-02577,ASSET-041,CRITICAL,Suspicious Login,2026-04-29 12:41:28,2026-04-29 12:46:29,2026-04-29 13:10:29,2026-04-29 14:41:15,2026-04-29 20:03:24,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,188,177
CSE-A,ALT-02578,ASSET-062,MEDIUM,Suspicious Login,2026-01-11 13:11:24,2026-01-11 13:15:38,2026-01-11 13:16:38,2026-01-11 14:04:56,2026-01-11 20:57:55,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,152,163
CSE-C,ALT-02579,ASSET-004,CRITICAL,Malware,2026-02-24 14:35:33,2026-02-24 14:36:57,,,2026-02-24 14:38:35,False,False Positive,False,,CRITICAL,123,37
CSE-E,ALT-02580,ASSET-011,CRITICAL,Network Anomaly,2026-05-02 07:59:30,2026-05-02 08:32:10,2026-05-02 08:46:10,2026-05-02 11:18:00,2026-05-02 11:50:41,False,Escalated to Tier-2,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,183,111
CSE-A,ALT-02581,ASSET-044,MEDIUM,Network Anomaly,2026-01-15 12:40:08,2026-01-15 12:53:48,2026-01-15 13:06:48,2026-01-15 16:37:35,2026-01-15 22:55:48,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,183,161
CSE-D,ALT-02582,ASSET-005,CRITICAL,Malware,2026-01-26 11:33:48,2026-01-26 11:39:56,2026-01-26 11:45:56,2026-01-26 15:23:31,2026-01-26 23:07:58,True,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,89,94
CSE-A,ALT-02583,ASSET-079,LOW,Data Exfiltration,2026-03-10 10:54:00,2026-03-10 11:21:24,2026-03-10 11:35:24,2026-03-10 16:16:21,2026-03-10 13:12:26,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,90,93
CSE-B,ALT-02584,ASSET-058,LOW,Suspicious Login,2026-02-08 15:30:16,2026-02-08 15:53:14,,,2026-02-08 22:00:46,False,True Positive,False,N/A,CRITICAL,86,80
CSE-A,ALT-02585,ASSET-085,LOW,Suspicious Login,2026-03-25 14:08:50,2026-03-25 14:37:28,2026-03-25 14:48:28,2026-03-25 15:21:38,2026-03-25 18:03:25,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,98,103
CSE-E,ALT-02586,ASSET-060,CRITICAL,Network Anomaly,2026-03-30 14:36:00,2026-03-30 16:33:10,2026-03-30 16:42:10,2026-03-30 19:33:59,2026-03-30 21:08:33,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,183,114
CSE-B,ALT-02587,ASSET-036,HIGH,Suspicious Login,2026-01-05 12:31:39,2026-01-05 13:57:47,2026-01-05 14:01:47,2026-01-05 16:21:13,2026-01-05 21:43:40,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,HIGH,112,71
CSE-E,ALT-02588,ASSET-021,CRITICAL,Data Exfiltration,2026-06-07 14:06:39,2026-06-07 15:06:53,2026-06-07 15:25:53,2026-06-07 17:09:19,2026-06-07 22:59:04,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,181,148
CSE-E,ALT-02589,ASSET-042,MEDIUM,Malware,2026-03-07 16:49:07,2026-03-07 17:47:26,,,2026-03-07 23:48:21,False,Under Investigation,False,N/A,HIGH,137,102
CSE-C,ALT-02590,ASSET-060,HIGH,Brute Force,2026-03-04 16:41:07,2026-03-04 17:04:19,2026-03-04 17:19:19,2026-03-04 17:38:06,2026-03-04 19:12:59,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,108,53
CSE-D,ALT-02591,ASSET-094,LOW,Unauthorized Access,2026-03-24 13:56:08,2026-03-24 14:14:03,2026-03-24 14:34:03,2026-03-24 17:17:30,2026-03-24 21:04:43,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,83,64
CSE-C,ALT-02592,ASSET-043,CRITICAL,Unauthorized Access,2026-03-25 19:13:18,2026-03-25 19:37:15,,,2026-03-25 21:25:28,False,False Positive,False,N/A,CRITICAL,139,36
CSE-B,ALT-02593,ASSET-079,LOW,Unauthorized Access,2026-04-04 22:53:23,2026-04-04 23:37:01,,,2026-04-05 00:12:51,False,Under Investigation,False,,HIGH,98,66
CSE-D,ALT-02594,ASSET-046,MEDIUM,Brute Force,2026-06-06 15:14:43,2026-06-06 15:31:13,,,2026-06-06 21:50:09,True,Escalated to Tier-2,False,,MEDIUM,147,120
CSE-B,ALT-02595,ASSET-082,HIGH,Privilege Escalation,2026-03-04 11:44:35,2026-03-04 11:58:42,2026-03-04 12:13:42,2026-03-04 14:02:03,2026-03-04 13:34:06,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,164,152
CSE-B,ALT-02596,ASSET-058,CRITICAL,Privilege Escalation,2026-01-17 10:34:03,2026-01-17 10:42:44,,,2026-01-17 10:38:34,False,Under Investigation,False,,HIGH,72,66
CSE-B,ALT-02597,ASSET-065,HIGH,Data Exfiltration,2026-02-12 15:11:26,2026-02-12 15:45:10,2026-02-12 15:48:10,2026-02-12 17:12:25,2026-02-12 17:17:39,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,191,179
CSE-A,ALT-02598,ASSET-026,HIGH,Suspicious Login,2026-04-21 13:58:08,2026-04-21 14:18:22,2026-04-21 14:31:22,2026-04-21 16:58:08,2026-04-21 16:57:40,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,173,156
CSE-D,ALT-02599,ASSET-063,MEDIUM,Suspicious Login,2026-06-26 14:20:58,2026-06-26 14:32:53,2026-06-26 14:50:53,2026-06-26 17:31:35,2026-06-26 19:58:08,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,97,104
CSE-D,ALT-02600,ASSET-045,LOW,Suspicious Login,2026-06-16 16:49:58,2026-06-16 17:10:33,,,2026-06-16 21:12:44,False,True Positive,False,N/A,MEDIUM,83,83
CSE-B,ALT-02601,ASSET-095,CRITICAL,Malware,2026-01-29 15:49:07,2026-01-29 16:08:55,,,2026-01-29 22:08:46,True,True Positive,False,Closed quickly — no notes.,CRITICAL,158,118
CSE-E,ALT-02602,ASSET-017,HIGH,Suspicious Login,2026-04-21 12:40:15,2026-04-21 13:57:36,,,2026-04-21 14:30:38,False,Benign True Positive,False,N/A,MEDIUM,159,135
CSE-C,ALT-02603,ASSET-040,LOW,Suspicious Login,2026-06-13 12:31:29,2026-06-13 13:26:21,,,2026-06-13 15:37:27,False,Benign True Positive,False,N/A,HIGH,182,82
CSE-A,ALT-02604,ASSET-023,HIGH,Brute Force,2026-01-30 14:59:07,2026-01-30 15:16:22,2026-01-30 15:28:22,2026-01-30 20:28:34,2026-01-30 18:27:19,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,91,83
CSE-C,ALT-02605,ASSET-075,HIGH,Network Anomaly,2026-05-21 16:48:59,2026-05-21 16:54:13,2026-05-21 17:16:13,2026-05-21 17:46:51,2026-05-21 20:13:10,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,97,48
CSE-E,ALT-02606,ASSET-020,LOW,Suspicious Login,2026-03-26 17:15:13,2026-03-26 18:38:40,,,2026-03-26 22:30:34,False,True Positive,False,,CRITICAL,106,88
CSE-E,ALT-02607,ASSET-096,MEDIUM,Network Anomaly,2026-05-23 17:03:30,2026-05-23 17:50:36,2026-05-23 18:03:36,2026-05-23 20:57:04,2026-05-23 19:04:20,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,79,62
CSE-E,ALT-02608,ASSET-027,MEDIUM,Suspicious Login,2026-05-20 15:45:33,2026-05-20 16:33:09,,,2026-05-20 18:18:35,False,Benign True Positive,False,Closed quickly — no notes.,CRITICAL,91,45
CSE-E,ALT-02609,ASSET-030,HIGH,Malware,2026-02-13 11:08:06,2026-02-13 12:19:08,2026-02-13 12:42:08,2026-02-13 15:35:58,2026-02-13 16:55:56,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,101,64
CSE-B,ALT-02610,ASSET-011,MEDIUM,Brute Force,2026-04-20 13:37:05,2026-04-20 14:07:49,,,2026-04-20 18:44:40,False,Escalated to Tier-2,False,Closed quickly — no notes.,HIGH,144,113
CSE-C,ALT-02611,ASSET-083,LOW,Phishing,2026-02-20 16:55:41,2026-02-20 17:15:31,2026-02-20 17:37:31,2026-02-20 18:04:28,2026-02-20 23:53:02,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,143,67
CSE-A,ALT-02612,ASSET-065,MEDIUM,Brute Force,2026-04-13 11:59:56,2026-04-13 12:13:10,2026-04-13 12:21:10,2026-04-13 16:17:22,2026-04-13 18:38:39,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,131,140
CSE-A,ALT-02613,ASSET-047,HIGH,Privilege Escalation,2026-01-06 15:30:27,2026-01-06 15:45:29,,,2026-01-07 03:27:12,False,False Positive,False,N/A,MEDIUM,134,99
CSE-D,ALT-02614,ASSET-009,MEDIUM,Unauthorized Access,2026-04-06 12:34:08,2026-04-06 12:48:56,,,2026-04-06 18:26:51,True,Benign True Positive,False,Closed quickly — no notes.,CRITICAL,114,88
CSE-B,ALT-02615,ASSET-081,MEDIUM,Phishing,2026-05-12 10:51:37,2026-05-12 11:45:40,2026-05-12 11:48:40,2026-05-12 14:15:22,2026-05-12 12:23:37,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,101,84
